epsilon;loss;accuracy
0.51;2.89600;0.20150
0.515;2.90293;0.20020
0.52;2.90970;0.19890
0.525;2.91631;0.19600
0.53;2.92275;0.19540
0.535;2.92904;0.19440
0.54;2.93518;0.19250
0.545;2.94117;0.19170
0.55;2.94701;0.19040
0.555;2.95272;0.19010
0.56;2.95828;0.18870
0.565;2.96374;0.18770
0.57;2.96908;0.18660
0.575;2.97434;0.18590
0.58;2.97948;0.18590
0.585;2.98453;0.18390
0.59;2.98947;0.18350
0.595;2.99428;0.18210
0.6;2.99900;0.18150
0.605;3.00360;0.18110
0.61;3.00809;0.18050
0.615;3.01248;0.17940
0.62;3.01676;0.17790
0.625;3.02098;0.17780
0.63;3.02512;0.17720
0.635;3.02919;0.17670
0.64;3.03315;0.17550
0.645;3.03701;0.17470
0.65;3.04078;0.17420
0.655;3.04448;0.17430
0.66;3.04810;0.17410
0.665;3.05163;0.17390
0.67;3.05506;0.17330
0.675;3.05842;0.17330
0.68;3.06172;0.17330
0.685;3.06494;0.17320
0.69;3.06809;0.17330
0.695;3.07115;0.17290
0.7;3.07413;0.17210
0.705;3.07704;0.17190
0.71;3.07989;0.17110
0.715;3.08268;0.17110
0.72;3.08541;0.17140
0.725;3.08810;0.17110
0.73;3.09071;0.17050
0.735;3.09324;0.17040
0.74;3.09570;0.17010
0.745;3.09809;0.17000
0.75;3.10041;0.16970
0.755;3.10266;0.16920
0.76;3.10485;0.16910
0.765;3.10695;0.16920
0.77;3.10898;0.16880
0.775;3.11093;0.16900
0.78;3.11280;0.16940
0.785;3.11459;0.16950
0.79;3.11633;0.16950
0.795;3.11802;0.16950
0.8;3.11966;0.16970
0.805;3.12126;0.16940
0.81;3.12280;0.16920
0.815;3.12429;0.16920
0.82;3.12573;0.16960
0.825;3.12710;0.16960
0.83;3.12841;0.16990
0.835;3.12965;0.16980
0.84;3.13083;0.17020
0.845;3.13197;0.17010
0.85;3.13306;0.17030
0.855;3.13411;0.17050
0.86;3.13510;0.17060
0.865;3.13606;0.17050
0.87;3.13696;0.17060
0.875;3.13781;0.17040
0.88;3.13862;0.17020
0.885;3.13940;0.17010
0.89;3.14015;0.17040
0.895;3.14086;0.17040
0.9;3.14153;0.17060
0.905;3.14215;0.17100
0.91;3.14271;0.17100
0.915;3.14324;0.17110
0.92;3.14371;0.17120
0.925;3.14414;0.17140
0.93;3.14454;0.17160
0.935;3.14491;0.17140
0.94;3.14525;0.17150
0.945;3.14557;0.17140
0.95;3.14583;0.17130
0.955;3.14606;0.17120
0.96;3.14626;0.17130
0.965;3.14645;0.17140
0.97;3.14660;0.17120
0.975;3.14672;0.17120
0.98;3.14683;0.17130
0.985;3.14692;0.17120
0.99;3.14698;0.17110
0.995;3.14702;0.17110
1.0;3.14704;0.17110
