epsilon;loss;accuracy
0.0;1.36793;0.63030
0.005;1.44313;0.59310
0.01;1.52059;0.55750
0.015;1.60008;0.51770
0.02;1.68132;0.48130
0.025;1.76403;0.44380
0.03;1.84797;0.40900
0.035;1.93286;0.37330
0.04;2.01843;0.34270
0.045;2.10445;0.31030
0.05;2.19069;0.28360
0.055;2.27693;0.25770
0.06;2.36295;0.23360
0.065;2.44856;0.21380
0.07;2.53360;0.19480
0.075;2.61790;0.17700
0.08;2.70130;0.16180
0.085;2.78369;0.14710
0.09;2.86492;0.13290
0.095;2.94489;0.12190
0.1;3.02350;0.11370
0.105;3.10068;0.10280
0.11;3.17635;0.09580
0.115;3.25041;0.08870
0.12;3.32283;0.08170
0.125;3.39360;0.07330
0.13;3.46264;0.06610
0.135;3.52990;0.06230
0.14;3.59536;0.05790
0.145;3.65901;0.05350
0.15;3.72081;0.04990
0.155;3.78077;0.04730
0.16;3.83890;0.04430
0.165;3.89521;0.04150
0.17;3.94968;0.03920
0.175;4.00233;0.03620
0.18;4.05315;0.03400
0.185;4.10215;0.03120
0.19;4.14935;0.02990
0.195;4.19480;0.02830
0.2;4.23852;0.02730
0.205;4.28050;0.02560
0.21;4.32081;0.02470
0.215;4.35949;0.02330
0.22;4.39651;0.02250
0.225;4.43192;0.02180
0.23;4.46576;0.02020
0.235;4.49806;0.02030
0.24;4.52881;0.01980
0.245;4.55808;0.01930
0.25;4.58594;0.01870
0.255;4.61239;0.01860
0.26;4.63743;0.01840
0.265;4.66114;0.01820
0.27;4.68352;0.01800
0.275;4.70458;0.01800
0.28;4.72431;0.01810
0.285;4.74280;0.01770
0.29;4.76004;0.01740
0.295;4.77605;0.01740
0.3;4.79088;0.01760
0.305;4.80455;0.01830
0.31;4.81708;0.01860
0.315;4.82849;0.01900
0.32;4.83879;0.01970
0.325;4.84803;0.02030
0.33;4.85622;0.02100
0.335;4.86340;0.02220
0.34;4.86960;0.02240
0.345;4.87481;0.02290
0.35;4.87907;0.02380
0.355;4.88240;0.02440
0.36;4.88481;0.02480
0.365;4.88633;0.02500
0.37;4.88701;0.02530
0.375;4.88686;0.02670
0.38;4.88589;0.02720
0.385;4.88411;0.02740
0.39;4.88156;0.02730
0.395;4.87827;0.02740
0.4;4.87424;0.02780
0.405;4.86952;0.02870
0.41;4.86413;0.02970
0.415;4.85808;0.03040
0.42;4.85140;0.03120
0.425;4.84410;0.03140
0.43;4.83623;0.03180
0.435;4.82779;0.03190
0.44;4.81881;0.03270
0.445;4.80930;0.03290
0.45;4.79928;0.03290
0.455;4.78877;0.03330
0.46;4.77779;0.03330
0.465;4.76634;0.03350
0.47;4.75448;0.03450
0.475;4.74221;0.03510
0.48;4.72956;0.03550
0.485;4.71655;0.03620
0.49;4.70323;0.03660
0.495;4.68960;0.03700
0.5;4.67570;0.03760
0.505;4.66154;0.03780
0.51;4.64714;0.03850
0.515;4.63251;0.03910
0.52;4.61767;0.04010
0.525;4.60265;0.04050
0.53;4.58747;0.04130
0.535;4.57215;0.04210
0.54;4.55671;0.04250
0.545;4.54116;0.04280
0.55;4.52554;0.04380
0.555;4.50987;0.04420
0.56;4.49415;0.04490
0.565;4.47840;0.04580
0.57;4.46265;0.04680
0.575;4.44691;0.04750
0.58;4.43119;0.04830
0.585;4.41553;0.04900
0.59;4.39994;0.04940
0.595;4.38443;0.05010
0.6;4.36899;0.05080
0.605;4.35366;0.05130
0.61;4.33845;0.05200
0.615;4.32337;0.05250
0.62;4.30842;0.05250
0.625;4.29364;0.05300
0.63;4.27900;0.05370
0.635;4.26454;0.05420
0.64;4.25029;0.05480
0.645;4.23622;0.05480
0.65;4.22235;0.05500
0.655;4.20868;0.05570
0.66;4.19525;0.05580
0.665;4.18205;0.05630
0.67;4.16910;0.05680
0.675;4.15638;0.05700
0.68;4.14391;0.05730
0.685;4.13168;0.05810
0.69;4.11970;0.05850
0.695;4.10799;0.05920
0.7;4.09654;0.06030
0.705;4.08535;0.06080
0.71;4.07442;0.06150
0.715;4.06379;0.06130
