epsilon;loss;accuracy
0.805;3.18372;0.05410
0.81;3.18312;0.05420
0.815;3.18254;0.05420
0.82;3.18197;0.05420
0.825;3.18142;0.05420
0.83;3.18088;0.05420
0.835;3.18036;0.05440
0.84;3.17987;0.05440
0.845;3.17939;0.05450
0.85;3.17893;0.05470
0.855;3.17849;0.05470
0.86;3.17808;0.05460
0.865;3.17769;0.05460
0.87;3.17732;0.05470
0.875;3.17697;0.05470
0.88;3.17665;0.05490
0.885;3.17634;0.05490
0.89;3.17605;0.05520
0.895;3.17579;0.05500
0.9;3.17554;0.05510
0.905;3.17531;0.05520
0.91;3.17510;0.05520
0.915;3.17490;0.05520
0.92;3.17473;0.05510
0.925;3.17457;0.05500
0.93;3.17442;0.05500
0.935;3.17429;0.05480
0.94;3.17417;0.05470
0.945;3.17407;0.05470
0.95;3.17398;0.05460
0.955;3.17390;0.05460
0.96;3.17383;0.05460
0.965;3.17378;0.05470
0.97;3.17373;0.05470
0.975;3.17369;0.05490
0.98;3.17366;0.05490
0.985;3.17364;0.05490
0.99;3.17362;0.05490
0.995;3.17361;0.05490
1.0;3.17360;0.05490
