epsilon;loss;accuracy
0.505;8.41113;0.18360
0.51;8.50943;0.18230
0.515;8.60683;0.18120
0.52;8.70323;0.18090
0.525;8.79863;0.17950
0.53;8.89293;0.17830
0.535;8.98627;0.17710
0.54;9.07859;0.17690
0.545;9.16986;0.17630
0.55;9.25994;0.17610
0.555;9.34893;0.17520
0.56;9.43692;0.17410
0.565;9.52379;0.17360
0.57;9.60944;0.17310
0.575;9.69401;0.17280
0.58;9.77736;0.17180
0.585;9.85945;0.17130
0.59;9.94037;0.17100
0.595;10.02028;0.17040
0.6;10.09910;0.16930
0.605;10.17656;0.16870
0.61;10.25287;0.16820
0.615;10.32801;0.16750
0.62;10.40187;0.16690
0.625;10.47440;0.16620
0.63;10.54575;0.16600
0.635;10.61595;0.16540
0.64;10.68490;0.16510
0.645;10.75264;0.16490
0.65;10.81916;0.16450
0.655;10.88456;0.16460
0.66;10.94850;0.16420
0.665;11.01127;0.16470
0.67;11.07292;0.16430
0.675;11.13325;0.16370
0.68;11.19226;0.16330
0.685;11.25016;0.16270
0.69;11.30690;0.16240
0.695;11.36220;0.16250
0.7;11.41628;0.16270
0.705;11.46930;0.16250
0.71;11.52109;0.16280
0.715;11.57160;0.16290
0.72;11.62105;0.16260
0.725;11.66933;0.16220
0.73;11.71624;0.16230
0.735;11.76196;0.16210
0.74;11.80655;0.16240
0.745;11.84996;0.16230
0.75;11.89214;0.16220
0.755;11.93325;0.16190
0.76;11.97337;0.16140
0.765;12.01238;0.16100
0.77;12.05006;0.16080
0.775;12.08664;0.16080
0.78;12.12208;0.16040
0.785;12.15617;0.16000
0.79;12.18912;0.15980
0.795;12.22092;0.15980
0.8;12.25160;0.15970
0.805;12.28095;0.15970
0.81;12.30929;0.15950
0.815;12.33661;0.15970
0.82;12.36291;0.15970
0.825;12.38812;0.15980
0.83;12.41238;0.15960
0.835;12.43572;0.15960
0.84;12.45795;0.15950
0.845;12.47922;0.15940
0.85;12.49963;0.15930
0.855;12.51916;0.15930
0.86;12.53769;0.15930
0.865;12.55532;0.15920
0.87;12.57213;0.15900
0.875;12.58806;0.15910
0.88;12.60294;0.15890
0.885;12.61702;0.15910
0.89;12.63023;0.15910
0.895;12.64244;0.15910
0.9;12.65383;0.15900
0.905;12.66443;0.15890
0.91;12.67430;0.15880
0.915;12.68338;0.15890
0.92;12.69172;0.15880
0.925;12.69939;0.15870
0.93;12.70642;0.15850
0.935;12.71281;0.15850
0.94;12.71862;0.15840
0.945;12.72382;0.15840
0.95;12.72839;0.15840
0.955;12.73248;0.15830
0.96;12.73606;0.15850
0.965;12.73915;0.15850
0.97;12.74170;0.15840
0.975;12.74382;0.15840
0.98;12.74550;0.15850
0.985;12.74680;0.15850
0.99;12.74782;0.15850
0.995;12.74854;0.15850
1.0;12.74893;0.15850
