epsilon;loss;accuracy
0.0;1.25065;0.66820
0.005;1.36233;0.62080
0.01;1.47984;0.57010
0.015;1.60240;0.51750
0.02;1.72920;0.46390
0.025;1.85948;0.41650
0.03;1.99247;0.37300
0.035;2.12745;0.33250
0.04;2.26372;0.29220
0.045;2.40063;0.25940
0.05;2.53758;0.22890
0.055;2.67402;0.20200
0.06;2.80949;0.17830
0.065;2.94357;0.15920
0.07;3.07589;0.14230
0.075;3.20610;0.12660
0.08;3.33390;0.11110
0.085;3.45906;0.09900
0.09;3.58136;0.08820
0.095;3.70063;0.07910
0.1;3.81673;0.07180
0.105;3.92956;0.06500
0.11;4.03906;0.05720
0.115;4.14510;0.05120
0.12;4.24769;0.04710
0.125;4.34678;0.04300
0.13;4.44240;0.03790
0.135;4.53452;0.03540
0.14;4.62314;0.03290
0.145;4.70835;0.02910
0.15;4.79016;0.02720
0.155;4.86865;0.02520
0.16;4.94387;0.02370
0.165;5.01589;0.02270
0.17;5.08477;0.02170
0.175;5.15060;0.02070
0.18;5.21351;0.02020
0.185;5.27355;0.01990
0.19;5.33080;0.01940
0.195;5.38533;0.01910
0.2;5.43725;0.01910
0.205;5.48660;0.01830
0.21;5.53351;0.01800
0.215;5.57808;0.01780
0.22;5.62039;0.01820
0.225;5.66049;0.01860
0.23;5.69848;0.01950
0.235;5.73445;0.01970
0.24;5.76841;0.02040
0.245;5.80043;0.02250
0.25;5.83057;0.02390
0.255;5.85891;0.02390
0.26;5.88547;0.02450
0.265;5.91032;0.02470
0.27;5.93346;0.02570
0.275;5.95495;0.02660
0.28;5.97481;0.02710
0.285;5.99312;0.02860
0.29;6.00988;0.02930
0.295;6.02514;0.02970
0.3;6.03894;0.03080
0.305;6.05130;0.03150
0.31;6.06222;0.03220
0.315;6.07176;0.03350
0.32;6.07995;0.03460
0.325;6.08680;0.03470
0.33;6.09234;0.03550
0.335;6.09660;0.03710
0.34;6.09963;0.03770
0.345;6.10142;0.03860
0.35;6.10199;0.03970
0.355;6.10140;0.04070
0.36;6.09969;0.04150
0.365;6.09688;0.04280
0.37;6.09300;0.04350
0.375;6.08809;0.04440
0.38;6.08218;0.04490
0.385;6.07528;0.04600
0.39;6.06745;0.04670
0.395;6.05870;0.04750
0.4;6.04908;0.04800
0.405;6.03863;0.04940
0.41;6.02739;0.05050
0.415;6.01536;0.05100
0.42;6.00258;0.05140
0.425;5.98906;0.05190
0.43;5.97485;0.05300
0.435;5.95998;0.05390
0.44;5.94452;0.05470
0.445;5.92848;0.05540
0.45;5.91188;0.05620
0.455;5.89476;0.05670
0.46;5.87718;0.05760
0.465;5.85914;0.05820
0.47;5.84066;0.05870
0.475;5.82179;0.05900
0.48;5.80256;0.05960
0.485;5.78301;0.06020
0.49;5.76317;0.06130
0.495;5.74309;0.06250
0.5;5.72282;0.06300
0.505;5.70235;0.06370
0.51;5.68174;0.06410
0.515;5.66100;0.06540
0.52;5.64017;0.06580
0.525;5.61927;0.06670
0.53;5.59834;0.06760
0.535;5.57741;0.06860
0.54;5.55647;0.06910
0.545;5.53555;0.06940
0.55;5.51471;0.06990
0.555;5.49395;0.07040
0.56;5.47328;0.07100
0.565;5.45274;0.07140
0.57;5.43236;0.07200
0.575;5.41211;0.07200
0.58;5.39205;0.07220
0.585;5.37219;0.07290
0.59;5.35252;0.07290
0.595;5.33307;0.07370
0.6;5.31385;0.07430
0.605;5.29489;0.07500
0.61;5.27618;0.07550
0.615;5.25775;0.07630
0.62;5.23960;0.07640
0.625;5.22174;0.07690
0.63;5.20417;0.07760
0.635;5.18688;0.07790
0.64;5.16990;0.07820
0.645;5.15323;0.07830
0.65;5.13687;0.07870
0.655;5.12083;0.07940
0.66;5.10514;0.08000
0.665;5.08975;0.08050
0.67;5.07468;0.08090
0.675;5.05993;0.08180
0.68;5.04549;0.08210
0.685;5.03136;0.08240
0.69;5.01754;0.08240
0.695;5.00405;0.08290
0.7;4.99090;0.08290
0.705;4.97807;0.08330
0.71;4.96556;0.08360
0.715;4.95341;0.08410
0.72;4.94158;0.08450
0.725;4.93006;0.08470
0.73;4.91888;0.08530
0.735;4.90804;0.08550
0.74;4.89749;0.08580
0.745;4.88726;0.08620
0.75;4.87737;0.08620
0.755;4.86779;0.08650
0.76;4.85852;0.08680
0.765;4.84954;0.08710
0.77;4.84088;0.08720
0.775;4.83250;0.08740
0.78;4.82440;0.08760
0.785;4.81661;0.08770
0.79;4.80910;0.08810
0.795;4.80186;0.08840
0.8;4.79491;0.08830
0.805;4.78827;0.08860
0.81;4.78190;0.08870
0.815;4.77578;0.08880
0.82;4.76994;0.08920
0.825;4.76437;0.08960
0.83;4.75905;0.08970
0.835;4.75399;0.08960
0.84;4.74918;0.08960
0.845;4.74463;0.08980
0.85;4.74029;0.09000
0.855;4.73618;0.09000
0.86;4.73231;0.09030
0.865;4.72866;0.09060
0.87;4.72521;0.09100
0.875;4.72197;0.09100
0.88;4.71895;0.09100
0.885;4.71612;0.09120
0.89;4.71346;0.09130
0.895;4.71100;0.09130
0.9;4.70871;0.09150
0.905;4.70659;0.09160
0.91;4.70463;0.09170
0.915;4.70284;0.09160
0.92;4.70120;0.09160
0.925;4.69970;0.09170
0.93;4.69835;0.09190
0.935;4.69714;0.09180
0.94;4.69605;0.09180
0.945;4.69508;0.09190
0.95;4.69425;0.09180
0.955;4.69351;0.09180
0.96;4.69288;0.09180
0.965;4.69234;0.09180
0.97;4.69190;0.09180
0.975;4.69153;0.09180
0.98;4.69123;0.09180
0.985;4.69100;0.09180
0.99;4.69084;0.09180
0.995;4.69073;0.09180
1.0;4.69066;0.09180
