epsilon;loss;accuracy
0.535;4.42165;0.04280
0.54;4.41036;0.04330
0.545;4.39895;0.04340
0.55;4.38745;0.04350
0.555;4.37587;0.04380
0.56;4.36419;0.04370
0.565;4.35246;0.04360
0.57;4.34068;0.04380
0.575;4.32886;0.04420
0.58;4.31703;0.04450
0.585;4.30522;0.04480
0.59;4.29342;0.04470
0.595;4.28165;0.04470
0.6;4.26994;0.04490
0.605;4.25828;0.04530
0.61;4.24669;0.04540
0.615;4.23516;0.04570
0.62;4.22372;0.04580
0.625;4.21236;0.04570
0.63;4.20111;0.04540
0.635;4.18996;0.04590
0.64;4.17895;0.04590
0.645;4.16805;0.04640
0.65;4.15728;0.04660
0.655;4.14664;0.04710
0.66;4.13613;0.04740
0.665;4.12578;0.04730
0.67;4.11558;0.04760
0.675;4.10555;0.04760
0.68;4.09569;0.04740
0.685;4.08599;0.04740
0.69;4.07645;0.04730
0.695;4.06710;0.04730
0.7;4.05793;0.04770
0.705;4.04893;0.04800
0.71;4.04014;0.04790
0.715;4.03155;0.04780
0.72;4.02313;0.04880
0.725;4.01489;0.04890
0.73;4.00687;0.04880
0.735;3.99905;0.04910
0.74;3.99143;0.04930
0.745;3.98402;0.04960
0.75;3.97683;0.04980
0.755;3.96983;0.04990
0.76;3.96303;0.05040
0.765;3.95644;0.05040
0.77;3.95008;0.05060
0.775;3.94390;0.05080
0.78;3.93795;0.05070
0.785;3.93222;0.05060
0.79;3.92669;0.05090
0.795;3.92136;0.05120
0.8;3.91623;0.05140
0.805;3.91132;0.05140
0.81;3.90660;0.05170
0.815;3.90207;0.05200
0.82;3.89773;0.05240
0.825;3.89361;0.05240
0.83;3.88967;0.05250
0.835;3.88592;0.05270
0.84;3.88236;0.05280
0.845;3.87898;0.05270
0.85;3.87577;0.05260
0.855;3.87272;0.05280
0.86;3.86987;0.05280
0.865;3.86716;0.05300
0.87;3.86460;0.05320
0.875;3.86221;0.05340
0.88;3.85997;0.05350
0.885;3.85789;0.05360
0.89;3.85594;0.05380
0.895;3.85415;0.05390
0.9;3.85248;0.05380
0.905;3.85094;0.05370
0.91;3.84952;0.05380
0.915;3.84821;0.05380
0.92;3.84701;0.05380
0.925;3.84590;0.05390
0.93;3.84490;0.05390
0.935;3.84401;0.05380
0.94;3.84320;0.05390
0.945;3.84249;0.05400
0.95;3.84186;0.05400
0.955;3.84132;0.05410
0.96;3.84084;0.05420
0.965;3.84043;0.05410
0.97;3.84010;0.05410
0.975;3.83983;0.05410
0.98;3.83961;0.05420
0.985;3.83945;0.05420
0.99;3.83934;0.05420
0.995;3.83926;0.05420
1.0;3.83921;0.05420
