epsilon;loss;accuracy
0.665;3.92125;0.03910
0.67;3.91327;0.03960
0.675;3.90543;0.03970
0.68;3.89773;0.04030
0.685;3.89017;0.04030
0.69;3.88273;0.04080
0.695;3.87545;0.04110
0.7;3.86831;0.04110
0.705;3.86131;0.04100
0.71;3.85446;0.04150
0.715;3.84777;0.04140
0.72;3.84122;0.04110
0.725;3.83482;0.04130
0.73;3.82859;0.04150
0.735;3.82252;0.04180
0.74;3.81660;0.04180
0.745;3.81084;0.04210
0.75;3.80525;0.04170
0.755;3.79982;0.04170
0.76;3.79454;0.04160
0.765;3.78943;0.04170
0.77;3.78448;0.04200
0.775;3.77969;0.04220
0.78;3.77504;0.04220
0.785;3.77056;0.04220
0.79;3.76623;0.04230
0.795;3.76205;0.04220
0.8;3.75803;0.04220
0.805;3.75418;0.04220
0.81;3.75047;0.04250
0.815;3.74690;0.04270
0.82;3.74349;0.04280
0.825;3.74024;0.04280
0.83;3.73712;0.04260
0.835;3.73416;0.04250
0.84;3.73135;0.04270
0.845;3.72868;0.04290
0.85;3.72614;0.04280
0.855;3.72373;0.04260
0.86;3.72146;0.04260
0.865;3.71932;0.04270
0.87;3.71731;0.04280
0.875;3.71542;0.04280
0.88;3.71366;0.04270
0.885;3.71201;0.04260
0.89;3.71047;0.04260
0.895;3.70904;0.04270
0.9;3.70772;0.04260
0.905;3.70650;0.04270
0.91;3.70537;0.04270
0.915;3.70435;0.04270
0.92;3.70341;0.04260
0.925;3.70256;0.04260
0.93;3.70179;0.04270
0.935;3.70110;0.04270
0.94;3.70049;0.04260
0.945;3.69993;0.04280
0.95;3.69945;0.04280
0.955;3.69902;0.04270
0.96;3.69865;0.04270
0.965;3.69833;0.04260
0.97;3.69806;0.04260
0.975;3.69784;0.04260
0.98;3.69765;0.04250
0.985;3.69750;0.04250
0.99;3.69739;0.04250
0.995;3.69731;0.04250
1.0;3.69727;0.04250
