epsilon;loss;accuracy
0.0;0.91797;0.73110
0.001;1.07959;0.68730
0.005;1.90681;0.49100
0.01;3.25073;0.28610
0.05;12.38600;0.00900
0.1;15.22654;0.00930
0.5;11.61933;0.01320
1.0;11.63743;0.02370
