epsilon;loss;accuracy
0.0;2.38044;0.62210
0.005;4.60223;0.27130
0.01;6.94521;0.11220
0.015;8.95822;0.04920
0.02;10.51601;0.02520
0.025;11.59258;0.01500
0.03;12.18863;0.00990
0.035;12.31449;0.00850
0.04;12.00279;0.00870
0.045;11.31184;0.01170
0.05;10.31617;0.01960
0.055;9.11855;0.03970
0.06;7.82321;0.07300
0.065;6.52997;0.13150
0.07;5.32790;0.21740
0.075;4.29241;0.33210
0.08;3.46847;0.45390
0.085;2.85664;0.56060
0.09;2.41430;0.65240
0.095;2.10041;0.72030
0.1;1.87274;0.77030
0.105;1.70769;0.81080
0.11;1.58722;0.83980
0.115;1.49959;0.86100
0.12;1.43687;0.87840
0.125;1.39399;0.89090
0.13;1.36755;0.89790
0.135;1.35433;0.90160
0.14;1.35338;0.90330
0.145;1.36363;0.90220
0.15;1.38586;0.89540
0.155;1.42146;0.88770
0.16;1.47241;0.87200
0.165;1.54153;0.85360
0.17;1.63136;0.82890
0.175;1.74526;0.80120
0.18;1.88580;0.76690
0.185;2.05424;0.72620
0.19;2.24961;0.68050
0.195;2.46676;0.63080
0.2;2.69838;0.57860
0.205;2.93622;0.53480
0.21;3.17302;0.49130
0.215;3.40236;0.45610
0.22;3.62106;0.42460
0.225;3.82732;0.39740
0.23;4.02111;0.37220
0.235;4.20180;0.35150
0.24;4.37026;0.33410
0.245;4.52824;0.31650
0.25;4.67651;0.30190
0.255;4.81582;0.28880
0.26;4.94648;0.27990
0.265;5.06934;0.27190
0.27;5.18428;0.26380
0.275;5.29236;0.25760
0.28;5.39381;0.25080
0.285;5.48914;0.24370
0.29;5.57889;0.23930
0.295;5.66362;0.23510
0.3;5.74325;0.23050
0.305;5.81829;0.22420
0.31;5.88918;0.22010
0.315;5.95620;0.21660
0.32;6.01962;0.21320
0.325;6.08001;0.21140
0.33;6.13787;0.20910
0.335;6.19367;0.20640
0.34;6.24744;0.20430
0.345;6.29968;0.20160
0.35;6.35070;0.20040
0.355;6.40063;0.19810
0.36;6.44987;0.19720
0.365;6.49851;0.19360
0.37;6.54664;0.19160
0.375;6.59421;0.19150
0.38;6.64139;0.18990
0.385;6.68829;0.18820
0.39;6.73495;0.18610
0.395;6.78157;0.18530
0.4;6.82812;0.18340
0.405;6.87452;0.18250
0.41;6.92095;0.18140
0.415;6.96740;0.18040
0.42;7.01395;0.17930
0.425;7.06051;0.17870
0.43;7.10695;0.17820
0.435;7.15314;0.17750
0.44;7.19926;0.17680
0.445;7.24557;0.17540
0.45;7.29202;0.17450
0.455;7.33855;0.17430
0.46;7.38506;0.17250
0.465;7.43175;0.17250
0.47;7.47856;0.17240
0.475;7.52530;0.17190
0.48;7.57199;0.17150
0.485;7.61858;0.17060
0.49;7.66503;0.17060
0.495;7.71119;0.16930
0.5;7.75722;0.16800
0.505;7.80316;0.16730
0.51;7.84893;0.16700
0.515;7.89436;0.16660
0.52;7.93973;0.16650
0.525;7.98492;0.16540
0.53;8.02995;0.16420
0.535;8.07486;0.16320
0.54;8.11963;0.16300
0.545;8.16418;0.16180
0.55;8.20845;0.16100
0.555;8.25249;0.16040
0.56;8.29628;0.15950
0.565;8.33979;0.15890
0.57;8.38285;0.15830
0.575;8.42560;0.15820
0.58;8.46798;0.15810
0.585;8.50985;0.15840
0.59;8.55131;0.15740
0.595;8.59244;0.15690
0.6;8.63325;0.15640
0.605;8.67358;0.15630
0.61;8.71344;0.15570
0.615;8.75289;0.15570
0.62;8.79195;0.15560
0.625;8.83048;0.15530
0.63;8.86864;0.15520
0.635;8.90637;0.15520
0.64;8.94350;0.15530
0.645;8.98003;0.15500
0.65;9.01598;0.15460
0.655;9.05143;0.15400
0.66;9.08615;0.15400
0.665;9.12041;0.15350
0.67;9.15416;0.15360
0.675;9.18740;0.15340
0.68;9.22002;0.15330
0.685;9.25203;0.15320
0.69;9.28343;0.15280
0.695;9.31409;0.15220
0.7;9.34415;0.15190
0.705;9.37366;0.15170
0.71;9.40256;0.15120
0.715;9.43073;0.15120
0.72;9.45834;0.15100
0.725;9.48530;0.15120
0.73;9.51157;0.15100
0.735;9.53722;0.15130
0.74;9.56228;0.15120
0.745;9.58670;0.15080
0.75;9.61040;0.15080
0.755;9.63337;0.15060
0.76;9.65568;0.15060
0.765;9.67734;0.15050
0.77;9.69834;0.15020
0.775;9.71871;0.15020
0.78;9.73857;0.15030
0.785;9.75776;0.14970
0.79;9.77620;0.14950
0.795;9.79405;0.14970
0.8;9.81141;0.14970
0.805;9.82804;0.14960
0.81;9.84399;0.14940
0.815;9.85939;0.14930
0.82;9.87410;0.14920
0.825;9.88823;0.14900
0.83;9.90178;0.14890
0.835;9.91488;0.14870
0.84;9.92733;0.14890
0.845;9.93917;0.14900
0.85;9.95041;0.14900
0.855;9.96106;0.14880
0.86;9.97111;0.14870
0.865;9.98061;0.14860
0.87;9.98972;0.14830
0.875;9.99834;0.14800
0.88;10.00640;0.14810
0.885;10.01392;0.14800
0.89;10.02100;0.14800
0.895;10.02760;0.14810
0.9;10.03384;0.14820
0.905;10.03970;0.14820
0.91;10.04514;0.14810
0.915;10.05010;0.14830
0.92;10.05467;0.14830
0.925;10.05889;0.14800
0.93;10.06269;0.14810
0.935;10.06609;0.14810
0.94;10.06918;0.14820
0.945;10.07194;0.14830
0.95;10.07433;0.14840
0.955;10.07646;0.14850
0.96;10.07834;0.14870
0.965;10.07991;0.14870
0.97;10.08118;0.14860
0.975;10.08229;0.14860
0.98;10.08324;0.14860
0.985;10.08401;0.14860
0.99;10.08457;0.14860
0.995;10.08497;0.14860
1.0;10.08519;0.14860
