epsilon;loss;accuracy
0.0;3.35835;0.64280
0.005;7.58195;0.32250
0.01;13.43389;0.14610
0.015;19.38787;0.12700
0.02;24.89078;0.12560
0.025;29.93810;0.12560
0.03;34.56933;0.12550
0.035;38.82034;0.12550
0.04;42.72341;0.12550
0.045;46.31196;0.12550
0.05;49.61340;0.12550
0.055;52.65339;0.12550
0.06;55.45504;0.12550
0.065;58.04163;0.12550
0.07;60.43222;0.12550
0.075;62.64539;0.12550
0.08;64.69595;0.12550
0.085;66.59774;0.12550
0.09;68.36382;0.12550
0.095;70.00509;0.12550
0.1;71.53384;0.12550
0.105;72.95765;0.12550
0.11;74.28520;0.12550
0.115;75.52329;0.12550
0.12;76.67968;0.12550
0.125;77.76096;0.12550
0.13;78.77210;0.12550
0.135;79.71782;0.12550
0.14;80.60307;0.12550
0.145;81.43198;0.12550
0.15;82.20806;0.12550
0.155;82.93574;0.12550
0.16;83.61804;0.12550
0.165;84.25698;0.12550
0.17;84.85584;0.12550
0.175;85.41816;0.12550
0.18;85.94635;0.12550
0.185;86.44205;0.12550
0.19;86.90741;0.12550
0.195;87.34468;0.12550
0.2;87.75608;0.12550
0.205;88.14167;0.12550
0.21;88.50423;0.12550
0.215;88.84459;0.12550
0.22;89.16385;0.12550
0.225;89.46257;0.12550
0.23;89.74291;0.12550
0.235;90.00592;0.12550
0.24;90.25210;0.12550
0.245;90.48241;0.12550
0.25;90.69745;0.12550
0.255;90.89785;0.12550
0.26;91.08361;0.12550
0.265;91.25674;0.12550
0.27;91.41801;0.12550
0.275;91.56749;0.12550
0.28;91.70557;0.12550
0.285;91.83339;0.12550
0.29;91.95078;0.12550
0.295;92.05806;0.12550
0.3;92.15646;0.12550
0.305;92.24647;0.12560
0.31;92.32855;0.12560
0.315;92.40191;0.12560
0.32;92.46774;0.12550
0.325;92.52657;0.12550
0.33;92.57844;0.12550
0.335;92.62295;0.12550
0.34;92.66100;0.12550
0.345;92.69305;0.12550
0.35;92.71900;0.12550
0.355;92.73941;0.12550
0.36;92.75415;0.12550
0.365;92.76367;0.12550
0.37;92.76782;0.12550
0.375;92.76744;0.12550
0.38;92.76220;0.12550
0.385;92.75146;0.12550
0.39;92.73609;0.12550
0.395;92.71641;0.12550
0.4;92.69236;0.12550
0.405;92.66371;0.12550
0.41;92.63167;0.12550
0.415;92.59605;0.12550
0.42;92.55725;0.12550
0.425;92.51463;0.12550
0.43;92.46896;0.12550
0.435;92.42049;0.12550
0.44;92.36811;0.12560
0.445;92.31223;0.12560
0.45;92.25360;0.12560
0.455;92.19224;0.12560
0.46;92.12752;0.12560
0.465;92.05973;0.12560
0.47;91.98939;0.12560
0.475;91.91624;0.12560
0.48;91.84035;0.12560
0.485;91.76259;0.12560
0.49;91.68295;0.12570
0.495;91.60052;0.12570
0.5;91.51611;0.12570
0.505;91.43006;0.12570
0.51;91.34262;0.12570
0.515;91.25333;0.12570
0.52;91.16273;0.12570
0.525;91.07059;0.12570
0.53;90.97707;0.12570
0.535;90.88274;0.12570
0.54;90.78763;0.12570
0.545;90.69168;0.12570
0.55;90.59425;0.12570
0.555;90.49643;0.12590
0.56;90.39760;0.12590
0.565;90.29769;0.12590
0.57;90.19697;0.12590
0.575;90.09582;0.12590
0.58;89.99448;0.12590
0.585;89.89264;0.12590
0.59;89.79122;0.12590
0.595;89.68963;0.12590
0.6;89.58778;0.12610
0.605;89.48586;0.12610
0.61;89.38448;0.12610
0.615;89.28368;0.12610
0.62;89.18323;0.12610
0.625;89.08288;0.12610
0.63;88.98323;0.12610
0.635;88.88435;0.12610
0.64;88.78618;0.12610
0.645;88.68884;0.12610
0.65;88.59244;0.12620
0.655;88.49682;0.12610
0.66;88.40207;0.12620
0.665;88.30836;0.12620
0.67;88.21579;0.12630
0.675;88.12387;0.12630
0.68;88.03271;0.12640
0.685;87.94231;0.12640
0.69;87.85257;0.12630
0.695;87.76394;0.12630
0.7;87.67626;0.12640
0.705;87.58945;0.12640
0.71;87.50349;0.12640
0.715;87.41871;0.12640
0.72;87.33538;0.12650
0.725;87.25371;0.12650
0.73;87.17400;0.12650
0.735;87.09573;0.12650
0.74;87.01913;0.12650
0.745;86.94434;0.12670
0.75;86.87148;0.12670
0.755;86.80044;0.12670
0.76;86.73135;0.12670
0.765;86.66394;0.12670
0.77;86.59823;0.12670
0.775;86.53432;0.12670
0.78;86.47221;0.12670
0.785;86.41179;0.12670
0.79;86.35332;0.12670
0.795;86.29651;0.12670
0.8;86.24137;0.12680
0.805;86.18784;0.12680
0.81;86.13575;0.12680
0.815;86.08525;0.12680
0.82;86.03677;0.12680
0.825;85.99056;0.12680
0.83;85.94645;0.12680
0.835;85.90427;0.12680
0.84;85.86365;0.12680
0.845;85.82466;0.12680
0.85;85.78786;0.12680
0.855;85.75319;0.12680
0.86;85.72065;0.12680
0.865;85.68971;0.12680
0.87;85.66029;0.12680
0.875;85.63292;0.12680
0.88;85.60736;0.12680
0.885;85.58334;0.12680
0.89;85.56061;0.12680
0.895;85.53939;0.12690
0.9;85.51999;0.12690
0.905;85.50228;0.12690
0.91;85.48584;0.12690
0.915;85.47068;0.12690
0.92;85.45677;0.12700
0.925;85.44401;0.12700
0.93;85.43255;0.12700
0.935;85.42238;0.12700
0.94;85.41332;0.12700
0.945;85.40539;0.12700
0.95;85.39869;0.12700
0.955;85.39280;0.12700
0.96;85.38794;0.12700
0.965;85.38378;0.12700
0.97;85.38031;0.12700
0.975;85.37747;0.12700
0.98;85.37528;0.12700
0.985;85.37372;0.12700
0.99;85.37262;0.12700
0.995;85.37182;0.12700
1.0;85.37118;0.12700
