epsilon;loss;accuracy
0.505;3.31375;0.58870
0.51;3.35095;0.58510
0.515;3.38803;0.58280
0.52;3.42502;0.57870
0.525;3.46193;0.57550
0.53;3.49856;0.57210
0.535;3.53498;0.56890
0.54;3.57107;0.56570
0.545;3.60695;0.56290
0.55;3.64254;0.56010
0.555;3.67795;0.55710
0.56;3.71309;0.55480
0.565;3.74789;0.55240
0.57;3.78233;0.55020
0.575;3.81659;0.54780
0.58;3.85071;0.54520
0.585;3.88445;0.54310
0.59;3.91788;0.53990
0.595;3.95100;0.53800
0.6;3.98391;0.53670
0.605;4.01638;0.53420
0.61;4.04847;0.53150
0.615;4.08021;0.52890
0.62;4.11161;0.52760
0.625;4.14254;0.52600
0.63;4.17310;0.52350
0.635;4.20331;0.52090
0.64;4.23302;0.52030
0.645;4.26226;0.51920
0.65;4.29112;0.51750
0.655;4.31949;0.51650
0.66;4.34740;0.51550
0.665;4.37486;0.51280
0.67;4.40194;0.51170
0.675;4.42856;0.51010
0.68;4.45472;0.50920
0.685;4.48045;0.50800
0.69;4.50571;0.50690
0.695;4.53038;0.50570
0.7;4.55459;0.50480
0.705;4.57839;0.50350
0.71;4.60173;0.50260
0.715;4.62454;0.50170
0.72;4.64692;0.50150
0.725;4.66886;0.49940
0.73;4.69030;0.49870
0.735;4.71129;0.49740
0.74;4.73182;0.49690
0.745;4.75189;0.49600
0.75;4.77124;0.49580
0.755;4.79007;0.49480
0.76;4.80843;0.49410
0.765;4.82627;0.49280
0.77;4.84360;0.49270
0.775;4.86051;0.49140
0.78;4.87699;0.49060
0.785;4.89302;0.49020
0.79;4.90851;0.48940
0.795;4.92357;0.48870
0.8;4.93818;0.48810
0.805;4.95217;0.48770
0.81;4.96574;0.48740
0.815;4.97881;0.48720
0.82;4.99136;0.48640
0.825;5.00344;0.48620
0.83;5.01510;0.48550
0.835;5.02634;0.48510
0.84;5.03714;0.48470
0.845;5.04746;0.48470
0.85;5.05739;0.48460
0.855;5.06687;0.48440
0.86;5.07596;0.48410
0.865;5.08471;0.48400
0.87;5.09309;0.48380
0.875;5.10110;0.48370
0.88;5.10870;0.48380
0.885;5.11590;0.48350
0.89;5.12277;0.48340
0.895;5.12925;0.48310
0.9;5.13536;0.48320
0.905;5.14107;0.48320
0.91;5.14635;0.48330
0.915;5.15131;0.48320
0.92;5.15593;0.48300
0.925;5.16023;0.48320
0.93;5.16419;0.48290
0.935;5.16783;0.48250
0.94;5.17121;0.48230
0.945;5.17425;0.48220
0.95;5.17701;0.48220
0.955;5.17953;0.48180
0.96;5.18176;0.48160
0.965;5.18373;0.48140
0.97;5.18546;0.48130
0.975;5.18696;0.48130
0.98;5.18819;0.48130
0.985;5.18919;0.48130
0.99;5.19000;0.48130
0.995;5.19061;0.48130
1.0;5.19094;0.48130
