epsilon;loss;accuracy
0.48;93.18124;0.13430
0.485;93.12068;0.13430
0.49;93.05874;0.13430
0.495;92.99521;0.13430
0.5;92.93050;0.13430
0.505;92.86483;0.13440
0.51;92.79779;0.13450
0.515;92.72918;0.13450
0.52;92.65988;0.13450
0.525;92.58992;0.13450
0.53;92.51915;0.13450
0.535;92.44774;0.13460
0.54;92.37580;0.13460
0.545;92.30322;0.13460
0.55;92.22943;0.13460
0.555;92.15521;0.13460
0.56;92.08033;0.13470
0.565;92.00480;0.13470
0.57;91.92888;0.13470
0.575;91.85301;0.13470
0.58;91.77693;0.13470
0.585;91.70035;0.13470
0.59;91.62349;0.13470
0.595;91.54678;0.13470
0.6;91.47035;0.13470
0.605;91.39382;0.13470
0.61;91.31824;0.13470
0.615;91.24371;0.13470
0.62;91.16976;0.13470
0.625;91.09632;0.13470
0.63;91.02360;0.13470
0.635;90.95165;0.13480
0.64;90.88021;0.13480
0.645;90.80926;0.13480
0.65;90.73910;0.13480
0.655;90.66982;0.13480
0.66;90.60107;0.13480
0.665;90.53329;0.13480
0.67;90.46633;0.13480
0.675;90.40006;0.13480
0.68;90.33404;0.13480
0.685;90.26891;0.13480
0.69;90.20457;0.13480
0.695;90.14101;0.13480
0.7;90.07869;0.13480
0.705;90.01737;0.13480
0.71;89.95730;0.13480
0.715;89.89817;0.13490
0.72;89.84012;0.13490
0.725;89.78305;0.13490
0.73;89.72723;0.13490
0.735;89.67255;0.13490
0.74;89.61879;0.13490
0.745;89.56640;0.13490
0.75;89.51511;0.13490
0.755;89.46496;0.13490
0.76;89.41571;0.13490
0.765;89.36780;0.13490
0.77;89.32147;0.13490
0.775;89.27673;0.13490
0.78;89.23324;0.13490
0.785;89.19111;0.13490
0.79;89.15044;0.13500
0.795;89.11138;0.13500
0.8;89.07377;0.13510
0.805;89.03774;0.13510
0.81;89.00294;0.13510
0.815;88.96961;0.13500
0.82;88.93774;0.13500
0.825;88.90745;0.13500
0.83;88.87861;0.13500
0.835;88.85127;0.13500
0.84;88.82525;0.13500
0.845;88.80050;0.13500
0.85;88.77716;0.13500
0.855;88.75521;0.13510
0.86;88.73430;0.13510
0.865;88.71427;0.13510
0.87;88.69541;0.13510
0.875;88.67759;0.13510
0.88;88.66083;0.13510
0.885;88.64520;0.13510
0.89;88.63060;0.13510
0.895;88.61724;0.13510
0.9;88.60487;0.13530
0.905;88.59326;0.13530
0.91;88.58270;0.13530
0.915;88.57332;0.13530
0.92;88.56488;0.13530
0.925;88.55717;0.13530
0.93;88.55046;0.13530
0.935;88.54472;0.13530
0.94;88.53956;0.13530
0.945;88.53524;0.13530
0.95;88.53190;0.13530
0.955;88.52930;0.13530
0.96;88.52727;0.13530
0.965;88.52580;0.13530
0.97;88.52470;0.13530
0.975;88.52408;0.13530
0.98;88.52371;0.13530
0.985;88.52390;0.13530
0.99;88.52426;0.13530
0.995;88.52447;0.13530
1.0;88.52427;0.13530
