epoch;accuracy;loss;val_accuracy;val_loss
0;0.33178;2.1592717932128904;0.38839998841285706;1.7574979066848755
1;0.42434000000953676;1.9942311688232421;0.4291999936103821;1.62308669090271
2;0.4951400000190735;1.699515304031372;0.5408999919891357;1.2928217649459839
3;0.5781000000095368;1.0954561347961427;0.578000009059906;1.180078387260437
4;0.6271199999618531;0.7891482209396362;0.6150000095367432;1.0860068798065186
5;0.66194;0.645230938129425;0.646399974822998;1.0031126737594604
6;0.6833000000190735;0.5867891086959839;0.6571999788284302;0.9761436581611633
7;0.7026200000190734;0.5501924847602844;0.670799970626831;0.947192907333374
8;0.7190799999809265;0.5110801062583923;0.6668999791145325;0.9529909491539001
9;0.73352;0.47446310041427614;0.6751000285148621;0.9396798610687256
10;0.74938;0.43819061145782473;0.6825000047683716;0.9275239109992981
11;0.757500000038147;0.42069765996932984;0.6819000244140625;0.9355791211128235
12;0.7675399999809265;0.4011407751464844;0.6797999739646912;0.9505928158760071
13;0.7769;0.3829383955764771;0.6789000034332275;0.9614225029945374
14;0.789480000038147;0.3625292419815063;0.6827999949455261;0.9438582062721252
15;0.7971800000381469;0.3491231401348114;0.6852999925613403;0.952555239200592
16;0.8080600000190735;0.33021298174858094;0.6798999905586243;0.9871376156806946
17;0.8135599999809265;0.31863478297233583;0.6798999905586243;0.9906505346298218
18;0.818299999961853;0.3144650141811371;0.680400013923645;0.9954254627227783
19;0.8252799999809265;0.29775861785888674;0.6816999912261963;1.0305240154266357
20;0.8340800000190735;0.28711381401062014;0.6797999739646912;1.0496195554733276
21;0.84058;0.2776778674507141;0.6712999939918518;1.0843254327774048
22;0.846039999961853;0.2705649135303497;0.6739000082015991;1.0865013599395752
23;0.85246;0.2635565691661835;0.6762999892234802;1.1080231666564941
24;0.855100000038147;0.2488143087053299;0.6765000224113464;1.1094470024108887
25;0.862079999961853;0.24034095888137819;0.6758000254631042;1.1656253337860107
26;0.8643199999809266;0.23891591466426848;0.6721000075340271;1.1651947498321533
27;0.8707800000381469;0.22914593165397645;0.6754000186920166;1.234460711479187
28;0.8762599999809265;0.22161123489379883;0.6700000166893005;1.2792962789535522
29;0.87776;0.21798276764392852;0.6660000085830688;1.3240282535552979
