epsilon;loss;accuracy
0.735;1.81238;0.77330
0.74;1.82276;0.77200
0.745;1.83290;0.77170
0.75;1.84280;0.77140
0.755;1.85252;0.77080
0.76;1.86202;0.76980
0.765;1.87126;0.76830
0.77;1.88027;0.76790
0.775;1.88917;0.76670
0.78;1.89786;0.76600
0.785;1.90629;0.76470
0.79;1.91440;0.76400
0.795;1.92221;0.76420
0.8;1.92977;0.76340
0.805;1.93704;0.76340
0.81;1.94413;0.76210
0.815;1.95098;0.76180
0.82;1.95754;0.76100
0.825;1.96385;0.76090
0.83;1.96996;0.76040
0.835;1.97588;0.75970
0.84;1.98150;0.75960
0.845;1.98697;0.75930
0.85;1.99228;0.75920
0.855;1.99731;0.75910
0.86;2.00202;0.75830
0.865;2.00646;0.75840
0.87;2.01067;0.75820
0.875;2.01462;0.75780
0.88;2.01832;0.75750
0.885;2.02181;0.75730
0.89;2.02517;0.75700
0.895;2.02840;0.75670
0.9;2.03135;0.75640
0.905;2.03412;0.75620
0.91;2.03680;0.75620
0.915;2.03931;0.75580
0.92;2.04166;0.75560
0.925;2.04379;0.75530
0.93;2.04570;0.75480
0.935;2.04750;0.75470
0.94;2.04915;0.75440
0.945;2.05068;0.75430
0.95;2.05204;0.75370
0.955;2.05326;0.75350
0.96;2.05433;0.75340
0.965;2.05527;0.75350
0.97;2.05612;0.75370
0.975;2.05687;0.75380
0.98;2.05749;0.75370
0.985;2.05800;0.75360
0.99;2.05838;0.75370
0.995;2.05868;0.75370
1.0;2.05887;0.75380
