epoch;accuracy;loss;val_accuracy;val_loss
0;0.4670400000190735;1.5003470051193237;0.5666000247001648;1.2488598823547363
1;0.6120200000381469;1.1082187970733643;0.632099986076355;1.0620484352111816
2;0.672260000038147;0.9504196246719361;0.656000018119812;0.9938880801200867
3;0.70474;0.8558163459014893;0.6693000197410583;0.9705100655555725
4;0.73296;0.7758261949539185;0.677299976348877;0.955833911895752
5;0.75542;0.7096292338371277;0.6762999892234802;0.9451918005943298
6;0.7747600000381469;0.6555059274482727;0.6747000217437744;0.9837881922721863
7;0.7936399999618531;0.6025002113723755;0.6740999817848206;0.9824590682983398
8;0.8096800000190735;0.5518669074630738;0.6790000200271606;1.0169775485992432
9;0.824540000038147;0.5098165878295898;0.6779000163078308;1.0432841777801514
10;0.8407799999809266;0.4609982005691528;0.6759999990463257;1.0803066492080688
11;0.8525999999809265;0.4299872059726715;0.669700026512146;1.1354578733444214
12;0.862179999961853;0.3951641558456421;0.6693000197410583;1.2397992610931396
13;0.8733999999809265;0.361247178812027;0.6672000288963318;1.278542160987854
14;0.883579999961853;0.33272537375450134;0.656499981880188;1.3301482200622559
15;0.8915;0.308729612197876;0.6589999794960022;1.4280200004577637
16;0.900780000038147;0.28010788996696473;0.6599000096321106;1.5195306539535522
17;0.9065200000190735;0.259228226480484;0.6550999879837036;1.5559567213058472
18;0.91514;0.23875308842658996;0.6510000228881836;1.7001127004623413
19;0.921720000038147;0.22061718210697173;0.645799994468689;1.7552434206008911
20;0.9264000000190735;0.20747166759490968;0.6474000215530396;1.8971669673919678
21;0.934099999961853;0.18566232943534852;0.6399000287055969;1.8681221008300781
22;0.93524;0.18151553131103515;0.6373999714851379;2.038033962249756
23;0.943960000038147;0.15722706661224364;0.6464999914169312;2.0692224502563477
24;0.9460199999809266;0.14924993490219116;0.6486999988555908;2.2351019382476807
25;0.949220000038147;0.14250712896823883;0.6421999931335449;2.2883808612823486
26;0.9493000000190734;0.1380360095834732;0.6417999863624573;2.288861036300659
27;0.950579999961853;0.13718765824317933;0.6442999839782715;2.3555638790130615
28;0.9571400000190735;0.11909328272104264;0.6420000195503235;2.5061709880828857
29;0.9586200000190734;0.11246943032026291;0.6399999856948853;2.5611350536346436
